2023-01-27 01:25:29,000 INFO    StreamThr :45386 [internal.py:wandb_internal():87] W&B internal server running at pid: 45386, started at: 2023-01-27 01:25:28.999740
2023-01-27 01:25:29,002 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status
2023-01-27 01:25:29,003 INFO    WriterThread:45386 [datastore.py:open_for_write():85] open: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/run-r1c3fnbz.wandb
2023-01-27 01:25:29,006 DEBUG   SenderThread:45386 [sender.py:send():334] send: header
2023-01-27 01:25:29,027 DEBUG   SenderThread:45386 [sender.py:send():334] send: run
2023-01-27 01:25:29,230 INFO    SenderThread:45386 [dir_watcher.py:__init__():216] watching files in: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files
2023-01-27 01:25:29,231 INFO    SenderThread:45386 [sender.py:_start_run_threads():1065] run started: r1c3fnbz with start time 1674804328.999321
2023-01-27 01:25:29,231 DEBUG   SenderThread:45386 [sender.py:send_request():361] send_request: summary_record
2023-01-27 01:25:29,231 INFO    SenderThread:45386 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-27 01:25:29,233 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: check_version
2023-01-27 01:25:29,233 DEBUG   SenderThread:45386 [sender.py:send_request():361] send_request: check_version
2023-01-27 01:25:29,314 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: run_start
2023-01-27 01:25:29,326 DEBUG   HandlerThread:45386 [system_info.py:__init__():31] System info init
2023-01-27 01:25:29,326 DEBUG   HandlerThread:45386 [system_info.py:__init__():46] System info init done
2023-01-27 01:25:29,326 INFO    HandlerThread:45386 [system_monitor.py:start():151] Starting system monitor
2023-01-27 01:25:29,327 INFO    HandlerThread:45386 [system_monitor.py:probe():172] Collecting system info
2023-01-27 01:25:29,327 INFO    SystemMonitor:45386 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-27 01:25:29,327 DEBUG   HandlerThread:45386 [system_info.py:probe():195] Probing system
2023-01-27 01:25:29,327 INFO    SystemMonitor:45386 [interfaces.py:start():168] Started cpu
2023-01-27 01:25:29,328 INFO    SystemMonitor:45386 [interfaces.py:start():168] Started disk
2023-01-27 01:25:29,329 INFO    SystemMonitor:45386 [interfaces.py:start():168] Started gpuapple
2023-01-27 01:25:29,335 INFO    SystemMonitor:45386 [interfaces.py:start():168] Started memory
2023-01-27 01:25:29,337 INFO    SystemMonitor:45386 [interfaces.py:start():168] Started network
2023-01-27 01:25:29,337 DEBUG   HandlerThread:45386 [system_info.py:_probe_git():180] Probing git
2023-01-27 01:25:29,359 DEBUG   HandlerThread:45386 [system_info.py:_probe_git():188] Probing git done
2023-01-27 01:25:29,359 DEBUG   HandlerThread:45386 [system_info.py:probe():241] Probing system done
2023-01-27 01:25:29,359 DEBUG   HandlerThread:45386 [system_monitor.py:probe():181] {'os': 'macOS-13.0.1-arm64-arm-64bit', 'python': '3.10.8', 'heartbeatAt': '2023-01-27T07:25:29.327848', 'startedAt': '2023-01-27T07:25:28.988248', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/rishub-tamirisa/language-model-impl.git', 'commit': '8b00a3dad4660754cf06a1db28ca8ac8acdc056c'}, 'email': 'rishubt2@illinois.edu', 'root': '/Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl', 'host': 'Rishubs-MacBook-Pro.local', 'username': 'rishubtamirisa', 'executable': '/Users/rishubtamirisa/miniforge3/envs/LM-impl/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 212.73052215576172}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-01-27 01:25:29,359 INFO    HandlerThread:45386 [system_monitor.py:probe():182] Finished collecting system info
2023-01-27 01:25:29,359 INFO    HandlerThread:45386 [system_monitor.py:probe():185] Publishing system info
2023-01-27 01:25:29,360 DEBUG   HandlerThread:45386 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-27 01:25:29,360 DEBUG   HandlerThread:45386 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-27 01:25:29,360 DEBUG   HandlerThread:45386 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-27 01:25:30,238 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/conda-environment.yaml
2023-01-27 01:25:30,239 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/requirements.txt
2023-01-27 01:25:30,239 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/wandb-summary.json
2023-01-27 01:25:30,917 DEBUG   HandlerThread:45386 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-27 01:25:30,918 INFO    HandlerThread:45386 [system_monitor.py:probe():187] Finished publishing system info
2023-01-27 01:25:30,921 DEBUG   SenderThread:45386 [sender.py:send():334] send: files
2023-01-27 01:25:30,922 INFO    SenderThread:45386 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-27 01:25:30,929 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: stop_status
2023-01-27 01:25:30,929 DEBUG   SenderThread:45386 [sender.py:send_request():361] send_request: stop_status
2023-01-27 01:25:31,061 DEBUG   SenderThread:45386 [sender.py:send():334] send: telemetry
2023-01-27 01:25:31,239 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/conda-environment.yaml
2023-01-27 01:25:31,240 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/wandb-metadata.json
2023-01-27 01:25:31,240 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/output.log
2023-01-27 01:25:32,480 INFO    Thread-21 :45386 [upload_job.py:push():143] Uploaded file /var/folders/1j/3r04hy696fxg4lmp57wrl5m00000gn/T/tmp05l_wl4wwandb/mgx6b78g-wandb-metadata.json
2023-01-27 01:25:33,250 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/output.log
2023-01-27 01:25:34,079 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:25:39,102 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:25:44,119 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:25:45,936 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:25:45,937 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:25:49,150 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:25:50,955 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:25:54,168 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:25:55,979 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:25:59,361 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/output.log
2023-01-27 01:25:59,427 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:00,366 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/config.yaml
